# Wiki dump batch_0030 ingested into ZETS
# Auto-generated from Lev knowledge extractor
# Format: surface<TAB>synset_id<TAB>pos<TAB>english<TAB>definition<TAB>synonyms

Turkish Naval Forces	5000141	noun		The Turkish Naval Forces (Turkish: Türk Deniz Kuvvetleri), is the naval warfare service branch of the Turkish Armed Forces	
Luziania	5000142	noun		#REDIRECT Luziânia 7e076ojerdfin8idf3664xf5c3e5an6	
Aparecida de Goiania	5000143	noun		#REDIRECT Aparecida de Goiânia gys21n7hiikbwh3sqv95td9dililrtx	
Catalao	5000144	noun		#REDIRECT Catalão 4kzvezx2atgy5jdyp4dhgppfytscvdl	
Abadia de Goias	5000145	noun		#REDIRECT Abadia de Goiás qkctamjfrywqyeppx7dlju7s7sn8ixn	
Paginas da Vida	5000146	noun		#REDIRECT Páginas da Vida 2tjr46rtcejxxb91u4siszjs2t1ivpi	
Joao Pessoa	5000147	noun		#REDIRECT João Pessoa nojl6d293iujvh85tks6kk9pn911jja	
Paraiba	5000148	noun		#REDIRECT Paraíba k4tvchbcy81ys77cv8bqafmbo5237gc	
Abadiania	5000149	noun		#REDIRECT Abadiânia bkjjiy311yne36mauhdlykiarn7xvb4	
Alto Paraiso de Goias	5000150	noun		#REDIRECT Alto Paraíso de Goiás osk61nm2uzo77xkow68bxczzq68e98e	
Antonio Carlos Konder Reis	5000151	noun		#REDIRECT Antônio Carlos Konder Reis 0d6hbdc3wjmhs25yzyqlpznch6abkbt	
Piano Sonata No. 17 (Beethoven)	5000152	noun		Category:1800s compositions	
The Tempest Sonata	5000153	noun		#REDIRECTPiano Sonata No	
Tempest Sonata	5000154	noun		#REDIRECTPiano Sonata No	
Belem	5000155	noun		#REDIRECT Belém huzed8c8ah6gt19nzqmygezrrewx3ry	
Piano Sonata No. 17 &quot;Tempest&quot;	5000156	noun		#REDIRECTPiano Sonata No	
Electric motors	5000157	noun		#REDIRECT Electric motor d23csstpz2bobqqxp3uafxlvofztn8g	
Piano Sonata No. 18 (Beethoven)	5000158	noun		Category:1800s compositions	
Piano Sonata No. 20 (Beethoven)	5000159	noun		Category:1800s compositions	
Archduchess Andrea, Countess of Neipperg	5000160	noun		{{Infobox royalty |name = Archduchess Andrea |title = Countess of Neipperg |image = |caption = Category:Archduchesses	
ATHF	5000161	noun		#REDIRECT Aqua Teen Hunger Force mmbeft41n8o89wc3eecgu7gm92qbmct	
Red One (movie)	5000162	noun		Red One is a 2024 action Christmas movie starring Dwayne Johnson and Chris Evans	
Gryla	5000163	noun		Gryla is a Witch from Icelandic mythology who eats children who behave badly	
Annabel Lee	5000164	noun		Annabel Lee or Annabelle Lee, is a poem which was composed by author Edgar Allan Poe	
Tariana Turia	5000165	noun		| image = File:Tariana Turia alt 2018 (cropped).jpg	
Thomas the Tank Engine &amp; Friends	5000166	noun		#REDIRECTThomas &amp; Friends gkmawlsmfdfpzetbxdm4rarjtsx2rom	
Geetika Mehandru	5000167	noun		{{Infobox person | name = Geetika Mehandru | image = | caption = | birth_date = 19 November Category:Indian television actors	
Chris Pappas (politician)	5000168	noun		#REDIRECTChris Pappas 4rxc7l50bmrrutm8x52uw6epn1gw9to	
Chris Pappas (American politician)	5000169	noun		#REDIRECTChris Pappas 4rxc7l50bmrrutm8x52uw6epn1gw9to	
Thiruthani Murugan Temple	5000170	noun		The Thiruthani Murugan Temple is a prominent Hindu temple dedicated to Lord Murugan, located in the town of Thiruthani in Tamil Nadu, India	
David McCormick	5000171	noun		#REDIRECT Dave McCormick cd4bjc2gq3d7k9cxd1lc9rg3eq69rdf	
Abubakar Yerima Idris	5000172	noun		Abubakar Yerima Idris is a Nigerian politician and lawmaker in the Nigerian National Assembly.&lt;ref&gt;&lt;/ref&gt; He is from Nigeria's Yobe State	
Babangida Hussaini (Politician)	5000173	noun		#REDIRECT Babangida Hussaini 81c90ycdugy6h1grefz89faq25bxis7	
La Masia	5000174	noun		thumb|Main façade of La Masia La Masia de Can Planes, usually shortened to La Masia (English: The Farmhouse), is FC Barcelona's youth academy	
FC Barcelona C	5000175	noun		Fútbol Club Barcelona C was a Spanish football team that folded on 2 July 2007	
2016 Nasirnagar Violence	5000176	noun		The 2016 Nasirnagar violence was an attack on Hindus by Islamist groups in Nasirnagar, Bangladesh	
Emilio Echevarría	5000177	noun		Emilio Antonio Echevarría Noriega (3 July 1944 – 4 January 2025) was a Mexican actor	
Nosferatu (2024 movie)	5000178	noun		{{Infobox film | image = | director = Robert Eggers | producer = {{Plainlist| Category:Movie remakes	
The Lighthouse (2019 movie)	5000179	noun		{{Infobox film | image = The Lighthouse logo.png | caption = Theatrical release poster | director = Robert Eggers Category:A24 (company) movies	
Shivaji's first raid into Deccan	5000180	noun		Shivaji's first raid into Mughal Deccan was a campaign led by the Maratha leader Shivaji	
Simon McBurney	5000181	noun		| image = Simon McBurney (31378819573) (cropped).jpg | caption = McBurney in 2016	
Count Orlok	5000182	noun		thumb|right|200px|[[Max Schreck as Count Orlok in Nosferatu (1922)]] Count Orlok, also known as Nosferatu,&lt;ref&gt;&lt;/ref&gt; is a fictional character	
Shadow of the Vampire	5000183	noun		{{Infobox film | name = Shadow of the Vampire | image = | director = E	
Prime Minister of the Central African Empire	5000184	noun		#REDIRECTList of heads of government of the Central African Republic 5fwfmmz2vlilqjn9t2ltd4u9dwxg68y	
Persecution of Hindus in Bangladesh	5000185	noun		According to the United States group called the Commission on International Religious Freedom (USCIRF), Hindus in Bangladesh are among the people who suffer harm	
Chavarat Charnvirakul	5000186	noun		|native_name_lang = th |image = Chaovarat Chanweerakul (cropped).jpg	
Ahmed Abdou	5000187	noun		Ahmed Abdou (born 1936) is a Comorian politician	
Prime Minister of the Comoros	5000188	noun		#REDIRECTList of heads of government of the Comoros frvqljxtgyhe07jjau6qs3miedg5ys3	
List of heads of government of Djibouti	5000189	noun		#REDIRECTPrime Minister of Djibouti gnzsx52j7troiinl5auvq8gvecjncrz	
List of heads of state of Djibouti	5000190	noun		#REDIRECTList of presidents of Djibouti bviyk0393pkx1455x2ac0chpt4847tp	
Hassan Gouled Aptidon	5000191	noun		| image = Hassan Gouled Aptidon.jpg	
List of Prime Ministers of Djibouti	5000192	noun		#REDIRECTPrime Minister of Djibouti gnzsx52j7troiinl5auvq8gvecjncrz	
Camilla Rosemary Shand	5000193	noun		#REDIRECT Queen Camilla il9wxlt8cgsies1dxgb2tu31hhji4pc	
Jules D'Oultremont	5000194	noun		{{Infobox person | name = Jules D'Oultremont | image = | caption = | birth_name = Category:People from Limburg (Belgium)	
Chelmsford, Essex	5000195	noun		#REDIRECTChelmsford hziu0onr8yvh0hzuoqec73pks4l1jl8	
